2026-05-12 23:04:45,135 | INFO | SUCCESS | id_lokasi=BSB0610092026T003 | nama=GRIYA MUSI | inserted=0 | duplicate=9
2026-05-12 23:04:46,127 | INFO | SUCCESS | id_lokasi=PBU0210052026T005 | nama=Bukit Sampuraga Baru 3 | inserted=0 | duplicate=90
2026-05-12 23:04:46,940 | INFO | SUCCESS | id_lokasi=SGM1220072026T003 | nama=NADHIFA LAND | inserted=0 | duplicate=36
2026-05-12 23:04:47,678 | INFO | SUCCESS | id_lokasi=SKR0120022026T002 | nama=GREEN MANSION FATRIDA/TAHAP 4 | inserted=0 | duplicate=2
2026-05-12 23:04:48,547 | INFO | SUCCESS | id_lokasi=PMN0110082026T001 | nama=Ayyubi Madani | inserted=0 | duplicate=21
2026-05-12 23:04:49,748 | INFO | SUCCESS | id_lokasi=KPN2420162026T001 | nama=THE HIGHLAND SINGHASARI RESIDENCE | inserted=0 | duplicate=177
2026-05-12 23:04:50,582 | INFO | SUCCESS | id_lokasi=SWW0220062026T001 | nama=SINAR BERKAH TINELO | inserted=0 | duplicate=41
2026-05-12 23:04:51,324 | INFO | SUCCESS | id_lokasi=SNG2020032026T001 | nama=perum Griya Tatar Sunda | inserted=0 | duplicate=21
2026-05-12 23:04:52,037 | INFO | SUCCESS | id_lokasi=BNR0820092026T001 | nama=Mavilla Bantarwaru 2 | inserted=0 | duplicate=12
2026-05-12 23:04:52,810 | INFO | SUCCESS | id_lokasi=PLG1610012026T001 | nama=MELODY MAKMUR RESIDENCE | inserted=0 | duplicate=19
2026-05-12 23:04:53,475 | INFO | SUCCESS | id_lokasi=GTO0310102026T002 | nama=GRAHA ARSY SEJAHTERA 2 | inserted=0 | duplicate=0
2026-05-12 23:04:54,359 | INFO | SUCCESS | id_lokasi=PLG0810022026T006 | nama=Griya Darul Taqwa | inserted=0 | duplicate=73
2026-05-12 23:04:55,166 | INFO | SUCCESS | id_lokasi=SDR0310052026T001 | nama=HANIN RESIDENT 142 | inserted=0 | duplicate=43
2026-05-12 23:04:56,052 | INFO | SUCCESS | id_lokasi=SGB1420082026T003 | nama=PERUMAHAN BANUA INDAH PERMAI CLUSTER PALEM 2 TAHAP 2 | inserted=0 | duplicate=28
2026-05-12 23:04:57,133 | INFO | SUCCESS | id_lokasi=MKS1010012026T002 | nama=GRAND ALIM RESIDENCE TAHAP III | inserted=0 | duplicate=119
2026-05-12 23:04:57,979 | INFO | SUCCESS | id_lokasi=BJB0610032026T004 | nama=Montana Sinergia | inserted=0 | duplicate=49
2026-05-12 23:04:58,753 | INFO | SUCCESS | id_lokasi=CJR0920042026T002 | nama=Grand Savana Residence | inserted=0 | duplicate=40
2026-05-12 23:04:59,443 | INFO | SUCCESS | id_lokasi=CKR2220042026T001 | nama=KHARISMA CAHAYA RESIDENCE 2 | inserted=0 | duplicate=0
2026-05-12 23:05:00,294 | INFO | SUCCESS | id_lokasi=MNK1210032026T001 | nama=GRIYA MORI CENDRAWASIH | inserted=0 | duplicate=44
2026-05-12 23:05:01,144 | INFO | SUCCESS | id_lokasi=STG0120112026T001 | nama=ASTANA SABRANG | inserted=0 | duplicate=50
2026-05-12 23:05:02,193 | INFO | SUCCESS | id_lokasi=GRT0320022026T001 | nama=Wanaking's Garden | inserted=0 | duplicate=75
2026-05-12 23:05:03,095 | INFO | SUCCESS | id_lokasi=PKB1010042026T002 | nama=GRIYA SAFIRA RESINDENCE | inserted=0 | duplicate=70
2026-05-12 23:05:04,254 | INFO | SUCCESS | id_lokasi=KLA0520082026T002 | nama=MISHA RESIDENCE | inserted=0 | duplicate=124
2026-05-12 23:05:04,964 | INFO | SUCCESS | id_lokasi=KWG0520012026T001 | nama=PURI KOSAMBI 1&2 | inserted=0 | duplicate=1
2026-05-12 23:05:05,690 | INFO | SUCCESS | id_lokasi=TJB0510032026T003 | nama=CEMERLANG ASRI 21 | inserted=0 | duplicate=8
2026-05-12 23:05:06,642 | INFO | SUCCESS | id_lokasi=SGM0620062026T001 | nama=Sokkolia Pratama Land | inserted=0 | duplicate=57
2026-05-12 23:05:07,619 | INFO | SUCCESS | id_lokasi=SBS0120072026T001 | nama=BARUNIA HOMELY TAHAP IV | inserted=0 | duplicate=82
2026-05-12 23:05:08,347 | INFO | SUCCESS | id_lokasi=PLG1310032026T001 | nama=Kencana Village | inserted=0 | duplicate=0
2026-05-12 23:05:09,245 | INFO | SUCCESS | id_lokasi=KDI0910012026T001 | nama=BUMI SAMARKAND | inserted=0 | duplicate=73
2026-05-12 23:05:10,074 | INFO | SUCCESS | id_lokasi=TGL0410052026T001 | nama=Bougenville Permai | inserted=0 | duplicate=47
2026-05-12 23:05:10,894 | INFO | SUCCESS | id_lokasi=SNT0120212026T001 | nama=PERUMAHAN TUNAS MENDALO | inserted=0 | duplicate=42
2026-05-12 23:05:11,593 | INFO | SUCCESS | id_lokasi=PLI0320292026T001 | nama=ZIVA TAQWA PABAHANAN | inserted=0 | duplicate=0
2026-05-12 23:05:12,368 | INFO | SUCCESS | id_lokasi=MTP0520342026T005 | nama=Perumahan Rolanda CRB | inserted=0 | duplicate=10
2026-05-12 23:05:13,168 | INFO | SUCCESS | id_lokasi=IDM1510072026T001 | nama=Graha Nuansa Indramayu | inserted=0 | duplicate=7
2026-05-12 23:05:13,914 | INFO | SUCCESS | id_lokasi=GSK1020182026T002 | nama=GRESIK MODERN RESIDENCE | inserted=0 | duplicate=15
2026-05-12 23:05:14,732 | INFO | SUCCESS | id_lokasi=SNT0820132026T003 | nama=GRIYA INDOCENTER | inserted=0 | duplicate=38
2026-05-12 23:05:15,515 | INFO | SUCCESS | id_lokasi=MDN1310062026T005 | nama=DELONIX GRIYA MARTUBUNG 3 | inserted=0 | duplicate=30
2026-05-12 23:05:16,219 | INFO | SUCCESS | id_lokasi=PTK0410012026T001 | nama=NAMIYA RESIDENCE | inserted=0 | duplicate=0
2026-05-12 23:05:16,896 | INFO | SUCCESS | id_lokasi=PGP0510072026T001 | nama=Perumahan Grand Eranes | inserted=0 | duplicate=0
2026-05-12 23:05:17,588 | INFO | SUCCESS | id_lokasi=SOR1120022026T001 | nama=Ameta Kyoto Residence | inserted=0 | duplicate=0
2026-05-12 23:05:18,264 | INFO | SUCCESS | id_lokasi=MDN1810092026T001 | nama=ROYAL RESIDENCE TAHAP 2 | inserted=0 | duplicate=0
2026-05-12 23:05:18,932 | INFO | SUCCESS | id_lokasi=CBI1420092026T001 | nama=PESONA CIBEBER ASRI | inserted=0 | duplicate=0
2026-05-12 23:05:19,611 | INFO | SUCCESS | id_lokasi=SRG0610032026T001 | nama=Alana Nirwana Residence | inserted=0 | duplicate=0
2026-05-12 23:05:20,276 | INFO | SUCCESS | id_lokasi=SKH0410032026T001 | nama=Tama Residence Mandan | inserted=0 | duplicate=0
2026-05-12 23:05:20,981 | INFO | SUCCESS | id_lokasi=SGB1420112026T004 | nama=Romanza Green | inserted=0 | duplicate=0
2026-05-12 23:05:21,665 | INFO | SUCCESS | id_lokasi=BBS0820112026T001 | nama=TAMAN AMARTHA 5 | inserted=0 | duplicate=0
2026-05-12 23:05:22,325 | INFO | SUCCESS | id_lokasi=LBP0620012026T003 | nama=THE SCANDI 2 | inserted=0 | duplicate=0
2026-05-12 23:05:23,013 | INFO | SUCCESS | id_lokasi=PSR1320032026T001 | nama=Bangil Indah Permai 02 | inserted=0 | duplicate=0
2026-05-12 23:05:23,679 | INFO | SUCCESS | id_lokasi=PAD0910072026T001 | nama=DEHAS II | inserted=0 | duplicate=0
2026-05-12 23:05:24,390 | INFO | SUCCESS | id_lokasi=LSM0320212026T001 | nama=SURISNA ASRI | inserted=0 | duplicate=0
2026-05-12 23:05:25,081 | INFO | SUCCESS | id_lokasi=SBY0910012026T002 | nama=EASTERN GROVE | inserted=0 | duplicate=0
2026-05-12 23:05:25,903 | INFO | SUCCESS | id_lokasi=SMG1410142026T001 | nama=KEDATON PARK TAHAP 3C | inserted=0 | duplicate=0
2026-05-12 23:05:26,601 | INFO | SUCCESS | id_lokasi=SOR3720212026T001 | nama=Cluster Electra | inserted=0 | duplicate=0
2026-05-12 23:05:27,281 | INFO | SUCCESS | id_lokasi=SDA1420172026T001 | nama=NADIRA VILLAGE | inserted=0 | duplicate=0
2026-05-12 23:05:27,928 | INFO | SUCCESS | id_lokasi=LBP0720132026T002 | nama=Eito Banjaran Residency | inserted=0 | duplicate=0
2026-05-12 23:05:28,654 | INFO | SUCCESS | id_lokasi=BGL0110022026T002 | nama=TAMAN INDAH PERMAI | inserted=0 | duplicate=0
2026-05-12 23:05:29,405 | INFO | SUCCESS | id_lokasi=KNG1120022026T001 | nama=GENERASILAND CIHIDEUNGHILIR | inserted=0 | duplicate=0
2026-05-12 23:05:30,063 | INFO | SUCCESS | id_lokasi=LWK2010082026T001 | nama=Royal Regency | inserted=0 | duplicate=0
2026-05-12 23:05:30,761 | INFO | SUCCESS | id_lokasi=TIM0110092026T001 | nama=GOLDEN CITY RESIDENCE | inserted=0 | duplicate=0
2026-05-12 23:05:31,429 | INFO | SUCCESS | id_lokasi=PNJ0210032026T001 | nama=D'SISKA VILLAGES ASRI 2 | inserted=0 | duplicate=0
2026-05-12 23:05:33,247 | INFO | SUCCESS | id_lokasi=IDL0420122026T001 | nama=Ampera Land Premiere | inserted=0 | duplicate=33
2026-05-12 23:05:33,960 | INFO | SUCCESS | id_lokasi=JNP0310032026T001 | nama=Green Lino Residence 4 | inserted=0 | duplicate=8
2026-05-12 23:05:35,008 | INFO | SUCCESS | id_lokasi=TPG0210052026T003 | nama=PERUMAHAN DAMAI CITRA LESTARI | inserted=0 | duplicate=114
2026-05-12 23:05:35,745 | INFO | SUCCESS | id_lokasi=LGS0320072026T001 | nama=CEMARA HIJAU II | inserted=0 | duplicate=12
2026-05-12 23:05:36,755 | INFO | SUCCESS | id_lokasi=SGB1420082026T001 | nama=BUKIT BALIASE INDAH 6 TAHAP 2 | inserted=0 | duplicate=94
2026-05-12 23:05:37,455 | INFO | SUCCESS | id_lokasi=NJK1310132026T001 | nama=IRFAI PREMIUM ESTATE | inserted=0 | duplicate=0
2026-05-12 23:05:38,321 | INFO | SUCCESS | id_lokasi=GRT2220012026T001 | nama=SURYA ALAM CIKAJANG | inserted=0 | duplicate=53
2026-05-12 23:05:38,985 | INFO | SUCCESS | id_lokasi=STB0120032026T001 | nama=JORENA RESIDANCE X BUNGARA | inserted=0 | duplicate=0
2026-05-12 23:05:39,816 | INFO | SUCCESS | id_lokasi=PLW0320062026T001 | nama=BERLIAN MODERN RESIDENCE WONOMULYO TAHAP 2 | inserted=0 | duplicate=43
2026-05-12 23:05:40,590 | INFO | SUCCESS | id_lokasi=PBG0820062026T001 | nama=GINTUNG AGUNG PERMAI | inserted=0 | duplicate=26
2026-05-12 23:05:41,507 | INFO | SUCCESS | id_lokasi=MKS0910022026T002 | nama=BUMI PANAIKANG MAS TAHAP 3 | inserted=0 | duplicate=59
2026-05-12 23:05:42,267 | INFO | SUCCESS | id_lokasi=KDI0310012026T002 | nama=BUKIT MEKAR | inserted=0 | duplicate=14
2026-05-12 23:05:43,556 | INFO | SUCCESS | id_lokasi=GTO0710012026T001 | nama=SAFA MARWAH 14 | inserted=0 | duplicate=197
2026-05-12 23:05:44,342 | INFO | SUCCESS | id_lokasi=SNG1520042026T001 | nama=GRIYA SUKASENENG | inserted=0 | duplicate=33
2026-05-12 23:05:45,630 | INFO | SUCCESS | id_lokasi=KPN2220072026T001 | nama=ATLANTIS ICON | inserted=0 | duplicate=196
2026-05-12 23:05:46,657 | INFO | SUCCESS | id_lokasi=KSN0210042026T001 | nama=MANJAU BAJAYA RESIDENCE | inserted=0 | duplicate=105
2026-05-12 23:05:47,371 | INFO | SUCCESS | id_lokasi=KGN0510022026T001 | nama=GREEN PADI RESIDENCE | inserted=0 | duplicate=2
2026-05-12 23:05:48,077 | INFO | SUCCESS | id_lokasi=CKR0520042026T002 | nama=Ruko Astama - Teradamai | inserted=0 | duplicate=1
2026-05-12 23:05:49,062 | INFO | SUCCESS | id_lokasi=SGM0620042026T001 | nama=PERUMAHAN MARSYA BEVERLY | inserted=0 | duplicate=91
2026-05-12 23:05:50,035 | INFO | SUCCESS | id_lokasi=JMR1720042026T002 | nama=VILLA AJUNG BUMI ASRI TAHAP II | inserted=0 | duplicate=89
2026-05-12 23:05:51,508 | INFO | SUCCESS | id_lokasi=SNT0520162026T001 | nama=JAVALAND HARMONY | inserted=0 | duplicate=243
2026-05-12 23:05:52,310 | INFO | SUCCESS | id_lokasi=KJN1120112026T001 | nama=PURI INDAH MENJANGAN | inserted=0 | duplicate=36
2026-05-12 23:05:53,137 | INFO | SUCCESS | id_lokasi=PLP0910042026T001 | nama=Griya Bulu Datu Permai 3 | inserted=0 | duplicate=45
2026-05-12 23:05:53,821 | INFO | SUCCESS | id_lokasi=PLG1610022026T003 | nama=Langgeng Indah Residence Tahap 2 | inserted=0 | duplicate=0
2026-05-12 23:05:54,571 | INFO | SUCCESS | id_lokasi=SGL0520062026T001 | nama=Perumahan Lepar Asri | inserted=0 | duplicate=14
2026-05-12 23:05:55,349 | INFO | SUCCESS | id_lokasi=TPG0210042026T002 | nama=EMERALD 1 | inserted=0 | duplicate=32
2026-05-12 23:05:56,123 | INFO | SUCCESS | id_lokasi=SLW1020012026T001 | nama=ALMESA RESIDENCE KALISAPU | inserted=0 | duplicate=24
2026-05-12 23:05:56,856 | INFO | SUCCESS | id_lokasi=MTP0510052026T001 | nama=ARWANA RESIDENCE 17-TAHAP.4 | inserted=0 | duplicate=12
2026-05-12 23:05:57,638 | INFO | SUCCESS | id_lokasi=BBS1420012026T001 | nama=BANGSRI PERMAI TAHAP 2 | inserted=0 | duplicate=35
2026-05-12 23:05:58,387 | INFO | SUCCESS | id_lokasi=MTP0520512026T003 | nama=BERLIAN ARWANA PERUBAHAN (TAHAP2) | inserted=0 | duplicate=9
2026-05-12 23:05:59,661 | INFO | SUCCESS | id_lokasi=WTP2110072026T001 | nama=BUMI WALANNAE MAS | inserted=0 | duplicate=200
2026-05-12 23:06:00,617 | INFO | SUCCESS | id_lokasi=ARM0310092026T001 | nama=PELANGI SUKUR 4 | inserted=0 | duplicate=89
2026-05-12 23:06:01,509 | INFO | SUCCESS | id_lokasi=KWG2120072026T003 | nama=LEMAH MULYA INDAH 2 | inserted=0 | duplicate=68
2026-05-12 23:06:02,415 | INFO | SUCCESS | id_lokasi=SGM0710032026T003 | nama=BUMI ANANDA RESIDENCE TAHAP 2 | inserted=0 | duplicate=64
2026-05-12 23:06:03,245 | INFO | SUCCESS | id_lokasi=PMN0220052026T001 | nama=Perumahan Medina Ampalu Residence | inserted=0 | duplicate=18
2026-05-12 23:06:03,954 | INFO | SUCCESS | id_lokasi=SGL0210122026T001 | nama=Perumahan Belinyu Residence 2 | inserted=0 | duplicate=8
2026-05-12 23:06:04,740 | INFO | SUCCESS | id_lokasi=JAP0520032026T001 | nama=WAENA PERMATA RESIDENCE | inserted=0 | duplicate=21
2026-05-12 23:06:05,673 | INFO | SUCCESS | id_lokasi=SBM3120052026T001 | nama=Taman Bukit Nirwana Tahap IV | inserted=0 | duplicate=84
2026-05-12 23:06:06,609 | INFO | SUCCESS | id_lokasi=TGR2020042026T001 | nama=GOLDEN VISTA | inserted=0 | duplicate=2
2026-05-12 23:06:07,487 | INFO | SUCCESS | id_lokasi=SRY0920052026T004 | nama=ISTANA PEMUDA | inserted=0 | duplicate=68
2026-05-12 23:06:08,265 | INFO | SUCCESS | id_lokasi=KBM1220292026T001 | nama=Griya SBPR 02 Kebumen | inserted=0 | duplicate=20
2026-05-12 23:06:09,078 | INFO | SUCCESS | id_lokasi=SNT0820052026T002 | nama=ARUNIKA CANDALA 2 | inserted=0 | duplicate=44
2026-05-12 23:06:09,878 | INFO | SUCCESS | id_lokasi=SGB1420082026T002 | nama=BUKIT BALIASE INDAH 3 TAHAP 5 | inserted=0 | duplicate=36
2026-05-12 23:06:11,455 | INFO | SUCCESS | id_lokasi=CBI0110082026T001 | nama=TANARUMA | inserted=0 | duplicate=327
2026-05-12 23:06:12,210 | INFO | SUCCESS | id_lokasi=PSO0220102026T001 | nama=Griya Permata Sultan | inserted=0 | duplicate=9
2026-05-12 23:06:13,027 | INFO | SUCCESS | id_lokasi=LBP2720092026T002 | nama=PAYA GAMBAR RESIDENCE | inserted=0 | duplicate=25
2026-05-12 23:06:13,896 | INFO | SUCCESS | id_lokasi=KDL1220012026T001 | nama=Taman Langit | inserted=0 | duplicate=33
2026-05-12 23:06:14,790 | INFO | SUCCESS | id_lokasi=SGM0710032026T002 | nama=PERUM AMANAH BANOA CITY 2 | inserted=0 | duplicate=0
2026-05-12 23:06:15,648 | INFO | SUCCESS | id_lokasi=KRG1320032026T003 | nama=SAYEKTI RESIDENCE JATIKUWUNG 3 | inserted=0 | duplicate=55
2026-05-12 23:06:16,505 | INFO | SUCCESS | id_lokasi=BSB1510052026T001 | nama=GREEN GARDEN LOBAM | inserted=0 | duplicate=54
2026-05-12 23:06:17,279 | INFO | SUCCESS | id_lokasi=BRB0320112026T001 | nama=PERUMAHAN JASIMAS BERKAH | inserted=0 | duplicate=24
2026-05-12 23:06:18,226 | INFO | SUCCESS | id_lokasi=SRY0320022026T001 | nama=Melody Garden 2 Tahap 2 | inserted=0 | duplicate=88
2026-05-12 23:06:19,041 | INFO | SUCCESS | id_lokasi=SNT0520162026T002 | nama=CASA HARMONI | inserted=0 | duplicate=31
2026-05-12 23:06:19,959 | INFO | SUCCESS | id_lokasi=BIR1320142026T001 | nama=MUBARAKAH RESIDENCE LOKASI IV | inserted=0 | duplicate=12
2026-05-12 23:06:20,732 | INFO | SUCCESS | id_lokasi=PLG1610022026T004 | nama=Grand Pratama Jaya 3 Tahap 2 | inserted=0 | duplicate=22
2026-05-12 23:06:22,092 | INFO | SUCCESS | id_lokasi=SMR0110022026T001 | nama=Paras Icon Cluster Paras | inserted=0 | duplicate=231
2026-05-12 23:06:23,304 | INFO | SUCCESS | id_lokasi=MJL0820182026T001 | nama=Panorama Asri Majalengka Tahap 3 | inserted=0 | duplicate=162
2026-05-12 23:06:24,174 | INFO | SUCCESS | id_lokasi=BNJ0110092026T001 | nama=SYALICA PAVILION TAHAP 3 | inserted=0 | duplicate=51
2026-05-12 23:06:25,513 | INFO | SUCCESS | id_lokasi=CKR2120032026T001 | nama=WONDERFUL CIKARANG CITY (BELLAGIO) | inserted=0 | duplicate=210
2026-05-12 23:06:26,423 | INFO | SUCCESS | id_lokasi=CJR0120042026T001 | nama=Juanda Business Park | inserted=0 | duplicate=76
2026-05-12 23:06:27,248 | INFO | SUCCESS | id_lokasi=JMB1110022026T001 | nama=Nagamas Regency 2 | inserted=0 | duplicate=42
2026-05-12 23:06:28,132 | INFO | SUCCESS | id_lokasi=BBS1220102026T001 | nama=ANAYA RESIDENCE | inserted=0 | duplicate=53
2026-05-12 23:06:29,084 | INFO | SUCCESS | id_lokasi=PRP0120052026T001 | nama=GRIYA PEMATANG TEBIH | inserted=0 | duplicate=99
2026-05-12 23:06:29,798 | INFO | SUCCESS | id_lokasi=LGS0220072026T001 | nama=KANDEH RESIDENCE 11 | inserted=0 | duplicate=4
2026-05-12 23:06:30,610 | INFO | SUCCESS | id_lokasi=SGB0120132026T003 | nama=BUANA LAND | inserted=0 | duplicate=28
2026-05-12 23:06:31,794 | INFO | SUCCESS | id_lokasi=SAG0110042026T001 | nama=Rafi Mahkota Residence | inserted=0 | duplicate=151
2026-05-12 23:06:32,669 | INFO | SUCCESS | id_lokasi=KDL1120122026T001 | nama=PERUMAHAN MUTIARA INDAH | inserted=0 | duplicate=67
2026-05-12 23:06:33,574 | INFO | SUCCESS | id_lokasi=SNT0820052026T003 | nama=Dipta Loka Residence | inserted=0 | duplicate=61
2026-05-12 23:06:34,329 | INFO | SUCCESS | id_lokasi=LBP2420092026T001 | nama=Griya Klambir Sejahtera | inserted=0 | duplicate=14
2026-05-12 23:06:35,111 | INFO | SUCCESS | id_lokasi=SKB0610032026T001 | nama=GREEN HILL LEMBURSITU | inserted=0 | duplicate=26
2026-05-12 23:06:36,553 | INFO | SUCCESS | id_lokasi=CMS0320072026T001 | nama=Kota Impian Cijeungjing | inserted=0 | duplicate=260
2026-05-12 23:06:37,338 | INFO | SUCCESS | id_lokasi=TSM0410072026T001 | nama=Teras Tasik | inserted=0 | duplicate=36
2026-05-12 23:06:39,118 | INFO | SUCCESS | id_lokasi=CKR1220022026T001 | nama=GRIYA RESTU CIKARANG 2 | inserted=0 | duplicate=381
2026-05-12 23:06:40,168 | INFO | SUCCESS | id_lokasi=BSB1220032026T002 | nama=MEGINDAH GESEK ASRI | inserted=0 | duplicate=103
2026-05-12 23:06:40,885 | INFO | SUCCESS | id_lokasi=SBR2420032026T001 | nama=TRUSMILAND ARJAWINANGUN 1 TAHAP 3.2 | inserted=0 | duplicate=1
2026-05-12 23:06:41,621 | INFO | SUCCESS | id_lokasi=SBR1510032026T001 | nama=RUMAH NINGRAT SUMBER | inserted=0 | duplicate=15
2026-05-12 23:06:42,667 | INFO | SUCCESS | id_lokasi=GRT2120012026T001 | nama=ISTANA SUKARESMI | inserted=0 | duplicate=60
2026-05-12 23:06:43,745 | INFO | SUCCESS | id_lokasi=TJS0520032026T001 | nama=PESONA BUKIT INDAH | inserted=0 | duplicate=112
2026-05-12 23:06:44,605 | INFO | SUCCESS | id_lokasi=PML0810142026T002 | nama=Bale Agung Bojongbata | inserted=0 | duplicate=1
